gameDate,homeTeamCode,awayTeamCode,quarter,timeDriveStart,down,distance,yardLine,direction,play_type,player,player_number,is_complete,receiver,receiver_number,yardsFromPlay,visitorScore,homeScore,description,is_penalty,is_penalty_declined,penalty_player,penalty_type,penalty_team,is_noplay,is_touchdown,defenseTeamCode,offenseTeamCode,,,offenseTeam,defenseTeam
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,PASS,M.Mariota,8,0,T.Tyner,24,,0,0,"8-M.Mariota incomplete. Intended for 24-T.Tyner.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,10,999,ERROR,RUSH,T.Tyner,24,0,,0,4,0,0,"24-T.Tyner to ORE 29 for 4 yards (44-M.Rush).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,3,6,999,ERROR,PASS,M.Mariota,8,1,T.Tyner,24,,0,0,"8-M.Mariota complete to 24-T.Tyner. 24-T.Tyner to ORE 29 for no gain (26-R.Williamson).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,4,6,999,ERROR,PUNT,I.Wheeler,38,0,,0,,0,0,"38-I.Wheeler punts 38 yards from ORE 29. 85-M.Kings to MSU 34 for 1 yard.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,PASS,C.Cook,18,1,K.Mumphery,25,15,0,0,"18-C.Cook complete to 25-K.Mumphery. 25-K.Mumphery to MSU 49 for 15 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,PASS,C.Cook,18,1,R.Shelton,12,9,0,0,"18-C.Cook complete to 12-R.Shelton. 12-R.Shelton to ORE 42 for 9 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,1,999,ERROR,PENALTY,Penalty,0,0,,0,,0,0,"Penalty on MSU 63-T.Jackson, False start, 5 yards, enforced at ORE 42. No Play.",1,0,T.Jackson,"False start",MSU,1,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,6,999,ERROR,PASS,C.Cook,18,0,J.Price,82,,0,0,"18-C.Cook incomplete. Intended for 82-J.Price.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,3,6,999,ERROR,PASS,C.Cook,18,1,T.Lippett,14,,0,0,"18-C.Cook complete to 14-T.Lippett. 14-T.Lippett to ORE 13 for 34 yards (2-T.Robinson).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,RUSH,J.Langford,33,0,,0,6,0,0,"33-J.Langford to ORE 7 for 6 yards (22-D.Malone).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,4,999,ERROR,PASS,C.Cook,18,1,J.Price,82,,0,0,"18-C.Cook complete to 82-J.Price. 82-J.Price runs 7 yards for a touchdown.",0,0,,,,0,1,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,,,0,,"EXTRA POINT",M.Geiger,4,0,,0,,0,0,"4-M.Geiger extra point is good.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,,,0,,KICK,K.Cronin,24,0,,0,26,0,0,"24-K.Cronin kicks 65 yards from MSU 35. 5-D.Allen to ORE 26 for 26 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,RUSH,T.Tyner,24,0,,0,1,0,0,"24-T.Tyner to ORE 27 for 1 yard.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,3RD,15:00,2,9,999,ERROR,KICK,K.Cronin,24,0,,0,,0,0,"24-K.Cronin kicks 65 yards from MSU 35. 5-D.Allen to ORE 22 for 22 yards (15-T.Waynes).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,3RD,15:00,1,10,999,ERROR,PASS,M.Mariota,8,0,B.Marshall,9,,0,0,"8-M.Mariota incomplete. Intended for 9-B.Marshall.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,3RD,15:00,2,10,999,ERROR,RUSH,T.Tyner,24,0,,0,2,0,0,"24-T.Tyner to ORE 24 for 2 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,3RD,15:00,3,8,999,ERROR,PASS,M.Mariota,8,1,T.Tyner,24,,0,0,"8-M.Mariota complete to 24-T.Tyner. 24-T.Tyner to ORE 31 for 7 yards (7-D.Cox).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,3RD,15:00,4,1,999,ERROR,PENALTY,Penalty,0,0,,0,,0,0,"Penalty on ORE 96-C.French, False start, 5 yards, enforced at ORE 31. No Play.",1,0,C.French,"False start",ORE,1,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,3RD,15:00,4,6,999,ERROR,PENALTY,Penalty,0,0,,0,,0,0,"Penalty on ORE 3-D.Mathis, False start, 5 yards, enforced at ORE 26. No Play.",1,0,D.Mathis,"False start",ORE,1,0,michigan-st,oregon,,
